관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,관리기관전화번호,위도,경도,데이터기준일자
부산광역시 부산진구청,부산광역시 부산진구 성지로153번길 91,부산광역시 부산진구 초읍동 184-5,생활방범,1,200,360도전방면,30,051-605-4646,35.177723,129.048948,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로51번길 60,부산광역시 부산진구 초읍동 225,생활방범,1,200,360도전방면,30,051-605-4646,35.177686,129.053261,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 연지로39번길 29,부산광역시 부산진구 연지동 219-34,생활방범,1,200,360도전방면,30,051-605-4646,35.173276,129.053716,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 전포동 109-1,생활방범,1,200,360도전방면,30,051-605-4646,35.16667,129.066726,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 중앙대로910번길 19,부산광역시 부산진구 양정동 350-58,생활방범,4,200,360도전방면,30,051-605-4646,35.170887,129.071053,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 양연로10번길 11,부산광역시 부산진구 양정동 88-1,생활방범,1,200,360도전방면,30,051-605-4646,35.174502,129.078463,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로405번길 77,부산광역시 부산진구 양정동 276-4,생활방범,1,200,360도전방면,30,051-605-4646,35.176879,129.071681,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로755번길 42,부산광역시 부산진구 부전동 417-21,생활방범,1,200,360도전방면,30,051-605-4646,35.15951,129.054183,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 양성로 15,부산광역시 부산진구 범전동 9-64,생활방범,1,200,360도전방면,30,051-605-4646,35.168001,129.065114,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 부전로154,부산광역시 부산진구 부전동 347,생활방범,1,200,360도전방면,30,051-605-4646,35.162215,129.058052,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 부전로 38,부산광역시 부산진구 부전동 524-13,생활방범,1,200,360도전방면,30,051-605-4646,35.153718,129.055947,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로126번길 45,부산광역시 부산진구 부전동 580,생활방범,1,200,360도전방면,30,051-605-4646,35.155261,129.052051,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로186번길 30,부산광역시 부산진구 전포동 355-38,생활방범,1,200,360도전방면,30,051-605-4646,35.153059,129.067225,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로425번길 18,부산광역시 부산진구 전포동 33-101,생활방범,1,200,360도전방면,30,051-605-4646,35.16252511,129.0681296,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 중앙대로848번길 51,부산광역시 부산진구 전포동 2-60,생활방범,1,200,360도전방면,30,051-605-4646,35.166999,129.068725,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 범일로131번길 55,부산광역시 부산진구 범천동 881-65,생활방범,1,200,360도전방면,30,051-605-4646,35.143738,129.058727,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신암로 56,부산광역시 부산진구 범천동 1258-41,생활방범,1,200,360도전방면,30,051-605-4646,35.147059,129.055644,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 454,부산광역시 부산진구 범천동 산 44-147,생활방범,1,200,360도전방면,30,051-605-4646,35.14685013,129.0500115,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 485-15,부산광역시 부산진구 범천동 1272-372,생활방범,1,200,360도전방면,30,051-605-4646,35.14514726,129.0520139,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 만리산로81번길 11,부산광역시 부산진구 범천동 1243-22,생활방범,1,200,360도전방면,30,051-605-4646,35.14753194,129.0504061,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로 53,부산광역시 부산진구 개금동 627-2,생활방범,1,200,360도전방면,30,051-605-4646,35.146534,129.016526,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 복지로47번길 49,부산광역시 부산진구 개금동 554-198,생활방범,1,200,360도전방면,30,051-605-4646,35.149401,129.023279,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로300번길 30,부산광역시 부산진구 개금동 455,생활방범,1,200,360도전방면,30,051-605-4646,35.155595,129.019404,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로 56,부산광역시 부산진구 개금동 387-13,생활방범,1,200,360도전방면,30,051-605-4646,35.158118,129.021744,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로9번길 23,부산광역시 부산진구 개금동 361-2,생활방범,1,200,360도전방면,30,051-605-4646,35.157664,129.0242,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로4번길 14,부산광역시 부산진구 개금동 337,생활방범,1,200,360도전방면,30,051-605-4646,35.158604,129.02553,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감서로9번길 2,부산광역시 부산진구 당감동 500-14,생활방범,1,200,360도전방면,30,051-605-4646,35.161679,129.036128,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양순환로 12,부산광역시 부산진구 당감동 348-35,생활방범,5,200,360도전방면,30,051-605-4646,35.165807,129.033164,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양순환로 32,부산광역시 부산진구 당감동 680-15,생활방범,4,200,360도전방면,30,051-605-4646,35.167778,129.033124,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로 226,부산광역시 부산진구 개금동 554-1,생활방범,1,200,360도전방면,30,051-605-4646,35.151009,129.024637,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로127번길 64,부산광역시 부산진구 부암동 365-14,생활방범,1,200,360도전방면,30,051-605-4646,35.16902,129.042503,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로14번길 79,부산광역시 부산진구 개금동 171-5,생활방범,1,200,360도전방면,30,051-605-4646,35.152019,129.025272,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 140,부산광역시 부산진구 가야동 480,생활방범,1,200,360도전방면,30,051-605-4646,35.147351,129.030168,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로 82,부산광역시 부산진구 가야동 492-3,생활방범,1,200,360도전방면,30,051-605-4646,35.146509,129.029452,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 가야동 669-11,생활방범,1,200,360도전방면,30,051-605-4646,35.14785433,129.0273998,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 188,부산광역시 부산진구 가야동 464-36,생활방범,1,200,360도전방면,30,051-605-4646,35.14818,129.034987,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로 31,부산광역시 부산진구 개금동 18-2,생활방범,1,200,360도전방면,30,051-605-4646,35.159495,129.023593,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양순환로115번길 55,부산광역시 부산진구 부암동 458-130,생활방범,1,200,360도전방면,30,051-605-4646,35.172378,129.073231,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 초읍천로 75,부산광역시 부산진구 초읍동 143,생활방범,1,200,360도전방면,30,051-605-4646,35.179268,129.04652,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 거제천로40번길 20,부산광역시 부산진구 양정동 257-1,생활방범,1,200,360도전방면,30,051-605-4646,35.178669,129.072647,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 601,부산광역시 부산진구 양정동 86-4,생활방범,1,200,360도전방면,30,051-605-4646,35.173971,129.079438,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 502,부산광역시 부산진구 양정동 358-1,생활방범,1,200,360도전방면,30,051-605-4646,35.168872,129.070897,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 전포대로276번길7,부산광역시 부산진구 전포동 173-1,생활방범,1,200,360도전방면,30,051-605-4646,35.161348,129.066031,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 범양로79번길 24 맞은편,부산광역시 부산진구 양정동 445-226,생활방범,1,200,360도전방면,30,051-605-4646,35.172132,129.062918,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진남로 404,부산광역시 부산진구 전포동 190-25,생활방범,3,200,360도전방면,30,051-605-4646,35.160844,129.070484,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 복지로8번길 31-3 맞은편,부산광역시 부산진구 개금동 526-32,생활방범,1,200,360도전방면,30,051-605-4646,35.151174,129.019689,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 범전로10번길 51,부산광역시 부산진구 범전동 382,생활방범,1,200,360도전방면,30,051-605-4646,35.166308,129.064778,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양순환로115번길 23,부산광역시 부산진구 부암동 463-1,생활방범,3,200,360도전방면,30,051-605-4646,35.171088,129.039431,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로39번길 21,부산광역시 부산진구 당감동 621-1,생활방범,2,200,360도전방면,30,051-605-4646,35.165466,129.032773,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로 271,부산광역시 부산진구 가야동 596-4,생활방범,4,200,360도전방면,30,051-605-4646,35.151229,129.029982,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로337번길 15,부산광역시 부산진구 가야동 7-1,생활방범,1,200,360도전방면,30,051-605-4646,35.15467,129.044648,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 서면문화로53번길 15,부산광역시 부산진구 부전동 405-27,생활방범,1,200,360도전방면,30,051-605-4646,35.161242,129.054305,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양산로 7-6,부산광역시 부산진구 당감동 778-58,생활방범,3,200,360도전방면,30,051-605-4646,35.1706555,129.0340814,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 중앙대로910번길14,부산광역시 부산진구 양정동 354-1,생활방범,5,200,360도전방면,30,051-605-4646,35.17112,129.07061,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 새싹로92번길48,부산광역시 부산진구 연지동 122-5,생활방범,3,200,360도전방면,30,051-605-4646,35.167285,129.052899,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신암로 83,부산광역시 부산진구 범천동 1234-36,생활방범,4,200,360도전방면,30,051-605-4646,35.148809,129.053415,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 성지로62번길 40,부산광역시 부산진구 초읍동 525-1,생활방범,2,200,360도전방면,30,051-605-4646,35.17771375,129.0561426,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양관문로 10,부산광역시 부산진구 당감동 516,생활방범,1,200,360도전방면,30,051-605-4646,35.16184,129.033692,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 부전로152번길 53,부산광역시 부산진구 부전동 264-9,생활방범,1,200,360도전방면,30,051-605-4646,35.159841,129.058342,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로256번길 13,부산광역시 부산진구 가야동 361-299,생활방범,1,200,360도전방면,30,051-605-4646,35.15339,129.039601,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로572번가길 26,부산광역시 부산진구 가야동 226-6,생활방범,1,200,360도전방면,30,051-605-4646,35.153282,129.033072,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로614번길 14,부산광역시 부산진구 가야동 384-125,생활방범,1,200,360도전방면,30,051-605-4646,35.155051,129.039662,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 대학로 48,부산광역시 부산진구 가야동 437-1,생활방범,1,200,360도전방면,30,051-605-4646,35.151407,129.035251,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로507번길 226,부산광역시 부산진구 가야동 68-9,생활방범,1,200,360도전방면,30,051-605-4646,35.156478,129.038121,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 대학로46번길 29,부산광역시 부산진구 가야동 445-25,생활방범,1,200,360도전방면,30,051-605-4646,35.151527,129.033976,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로572번길 93,부산광역시 부산진구 가야동 678-119,생활방범,1,200,360도전방면,30,051-605-4646,35.150188,129.033853,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로256번길 3,부산광역시 부산진구 가야동 361-173,생활방범,1,200,360도전방면,30,051-605-4646,35.153249,129.038601,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로256번길 39,부산광역시 부산진구 가야동 361-206,생활방범,1,200,360도전방면,30,051-605-4646,35.152274,129.039203,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 가야동 270-1,생활방범,1,200,360도전방면,30,051-605-4646,35.154644,129.037386,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 221,부산광역시 부산진구 가야동 406-94,생활방범,1,200,360도전방면,30,051-605-4646,35.150662,129.036618,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 가야1동 406-270,생활방범,1,200,360도전방면,30,051-605-4646,35.149908,129.037835,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로338번길 6,부산광역시 부산진구 가야동 8-153,생활방범,1,200,360도전방면,30,051-605-4646,35.15406,129.045446,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로572번길 24,부산광역시 부산진구 가야동 288-1,생활방범,1,200,360도전방면,30,051-605-4646,35.153219,129.034687,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로 635-13,부산광역시 부산진구 당감동 123,생활방범,1,200,360도전방면,30,051-605-4646,35.155996,129.0413,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로 295,부산광역시 부산진구 가야동 48-118,생활방범,2,200,360도전방면,30,051-605-4646,35.155187,129.042024,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로556번길 36,부산광역시 부산진구 가야동 206-7,생활방범,2,200,360도전방면,30,051-605-4646,35.152215,129.033288,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로543번길 11,부산광역시 부산진구 가야동 246-8,생활방범,1,200,360도전방면,30,051-605-4646,35.15449,129.031099,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로14번길 55,부산광역시 부산진구 가야동 632-2,생활방범,5,200,360도전방면,30,051-605-4646,35.151966,129.026585,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로38번길 46,부산광역시 부산진구 가야동 646-19,생활방범,1,200,360도전방면,30,051-605-4646,35.150014,129.027333,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로253번길 16,부산광역시 부산진구 가야동 617-19,생활방범,1,200,360도전방면,30,051-605-4646,35.151388,129.028153,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로147번길 37,부산광역시 부산진구 가야동 519-1,생활방범,1,200,360도전방면,30,051-605-4646,35.149318,129.032002,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로38번길 30,부산광역시 부산진구 가야동 647-73,생활방범,1,200,360도전방면,30,051-605-4646,35.150065,129.028332,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로14번길 28 맞은편,부산광역시 부산진구 가야동 147-3,생활방범,1,200,360도전방면,30,051-605-4646,35.152032,129.028074,2023-10-18
부산광역시 부산진구청,,부산광역시 부산진구 가야2동 471-27,생활방범,1,200,360도전방면,30,051-605-4646,35.143841,129.029204,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야공원로 92-25,부산광역시 부산진구 가야동 산 43,생활방범,1,200,360도전방면,30,051-605-4646,35.144845,129.027866,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로507번길 70,부산광역시 부산진구 가야동 122-62,생활방범,1,200,360도전방면,30,051-605-4646,35.155626,129.029756,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로527번길 25-13,부산광역시 부산진구 가야동 133-3,생활방범,1,200,360도전방면,30,051-605-4646,35.154696,129.028538,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야2동 107-1,부산광역시 부산진구 가야2동 107-1,생활방범,1,200,360도전방면,30,051-605-4646,35.155745,129.030953,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로527번길 30,부산광역시 부산진구 가야동 122-35,생활방범,2,200,360도전방면,30,051-605-4646,35.155077,129.029405,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로548번길 109,부산광역시 부산진구 가야동 553,생활방범,1,200,360도전방면,30,051-605-4646,35.148951,129.033382,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로424번길 42,부산광역시 부산진구 개금동 607-2,생활방범,4,200,360도전방면,30,051-605-4646,35.150858,129.018657,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로161번길 19,부산광역시 부산진구 개금동 606-6,생활방범,4,200,360도전방면,30,051-605-4646,35.15075,129.017877,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로406번길 29-1,부산광역시 부산진구 개금동 609-6,생활방범,1,200,360도전방면,30,051-605-4646,35.150506,129.017118,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로454번길 92,부산광역시 부산진구 개금동 540-135,생활방범,1,200,360도전방면,30,051-605-4646,35.149059,129.021958,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로62번길 14-4,부산광역시 부산진구 개금동 540-175,생활방범,3,200,360도전방면,30,051-605-4646,35.147443,129.022637,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로25번길 25,부산광역시 부산진구 개금동 611-5,생활방범,1,200,360도전방면,30,051-605-4646,35.149239,129.017425,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로 7,부산광역시 부산진구 개금동 686,생활방범,1,200,360도전방면,30,051-605-4646,35.1508,129.016308,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로492번길 16,부산광역시 부산진구 개금동 184-29,생활방범,1,200,360도전방면,30,051-605-4646,35.152398,129.025822,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로180번길 21,부산광역시 부산진구 개금동 853,생활방범,1,200,360도전방면,30,051-605-4646,35.149067,129.020228,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로 411,부산광역시 부산진구 개금동 451-12,생활방범,1,200,360도전방면,30,051-605-4646,35.152563,129.017661,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 엄광로62번길 61,부산광역시 부산진구 개금동 산 54-4,생활방범,1,200,360도전방면,30,051-605-4646,35.145077,129.021269,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로83번길 35,부산광역시 부산진구 개금동 633-41,생활방범,1,200,360도전방면,30,051-605-4646,35.143984,129.018024,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로68번길 16,부산광역시 부산진구 개금동 769,생활방범,1,200,360도전방면,30,051-605-4646,35.14498,129.015425,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로48번길 5,부산광역시 부산진구 개금동 764,생활방범,1,200,360도전방면,30,051-605-4646,35.147212,129.016357,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 복지로 116,부산광역시 부산진구 개금동 633-13,생활방범,1,200,360도전방면,30,051-605-4646,35.142866,129.018092,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로83번길 82,부산광역시 부산진구 개금동 633-164,생활방범,1,200,360도전방면,30,051-605-4646,35.144189,129.020342,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로77번길 39,부산광역시 부산진구 개금동 633-25,생활방범,1,200,360도전방면,30,051-605-4646,35.14458,129.018285,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 진사로61번길 29,부산광역시 부산진구 개금동 627-1,생활방범,1,200,360도전방면,30,051-605-4646,35.14678,129.017373,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 냉정로232번길 37,부산광역시 부산진구 가야동 660-4,생활방범,1,200,360도전방면,30,051-605-4646,35.149503,129.023983,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로4번길 66,부산광역시 부산진구 개금동 34,생활방범,1,200,360도전방면,30,051-605-4646,35.160278,129.025575,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로66번길 38,부산광역시 부산진구 개금동 408-1,생활방범,1,200,360도전방면,30,051-605-4646,35.157696,129.019157,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로 308-21,부산광역시 부산진구 개금동 446-6,생활방범,1,200,360도전방면,30,051-605-4646,35.154802,129.017076,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로66번길 12-12,부산광역시 부산진구 개금동 404,생활방범,1,200,360도전방면,30,051-605-4646,35.158008,129.02022,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금온정로17번길 34,부산광역시 부산진구 개금동 207-16,생활방범,1,200,360도전방면,30,051-605-4646,35.154478,129.023117,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로208번길 70,부산광역시 부산진구 개금동 56,생활방범,1,200,360도전방면,30,051-605-4646,35.161008,129.026042,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로22번길 12,부산광역시 부산진구 개금동 15-11,생활방범,1,200,360도전방면,30,051-605-4646,35.15977,129.024605,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로17번길 40,부산광역시 부산진구 개금동 374-1,생활방범,1,200,360도전방면,30,051-605-4646,35.15787,129.023324,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로 15,부산광역시 부산진구 개금동 367,생활방범,2,200,360도전방면,30,051-605-4646,35.158899,129.024732,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 개금본동로23번길 30,부산광역시 부산진구 개금동 379-4,생활방범,2,200,360도전방면,30,051-605-4646,35.158575,129.02313,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로27번길 11,부산광역시 부산진구 당감동 619-3,생활방범,1,200,360도전방면,30,051-605-4646,35.164521,129.033037,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로44번길 62-6,부산광역시 부산진구 당감동 479-11,생활방범,1,200,360도전방면,30,051-605-4646,35.163752,129.035905,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로116번길 32,부산광역시 부산진구 당감동 891-1,생활방범,1,200,360도전방면,30,051-605-4646,35.164619,129.042583,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로16번길 19,부산광역시 부산진구 당감동 262-39,생활방범,1,200,360도전방면,30,051-605-4646,35.163315,129.040705,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로68번길 30,부산광역시 부산진구 당감동 241-19,생활방범,1,200,360도전방면,30,051-605-4646,35.16357,129.041737,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로39번길 2,부산광역시 부산진구 당감동 369-2,생활방범,1,200,360도전방면,30,051-605-4646,35.165084,129.033365,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양관문로78번길 27,부산광역시 부산진구 당감동 629-46,생활방범,1,200,360도전방면,30,051-605-4646,35.166203,129.03028,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로39번길 84,부산광역시 부산진구 당감동 639-29,생활방범,1,200,360도전방면,30,051-605-4646,35.167094,129.03049,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 동평로100번길 45,부산광역시 부산진구 당감동 292-48,생활방범,1,200,360도전방면,30,051-605-4646,35.164542,129.041728,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로31번길 33,부산광역시 부산진구 당감동 456-5,생활방범,1,200,360도전방면,30,051-605-4646,35.163713,129.038182,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 당감로31번길 51,부산광역시 부산진구 당감동 443-14,생활방범,1,200,360도전방면,30,051-605-4646,35.164103,129.037384,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로78번길 7,부산광역시 부산진구 당감동 249-2,생활방범,1,200,360도전방면,30,051-605-4646,35.162388,129.040965,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로78번길 22-7,부산광역시 부산진구 당감동 252-63,생활방범,1,200,360도전방면,30,051-605-4646,35.163084,129.041007,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 백양대로64번길 14,부산광역시 부산진구 당감동 248-85,생활방범,1,200,360도전방면,30,051-605-4646,35.162821,129.042421,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로589번길 64,부산광역시 부산진구 당감동 569-11,생활방범,1,200,360도전방면,30,051-605-4646,35.156941,129.038706,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로 635-20,부산광역시 부산진구 당감동 109-1,생활방범,1,200,360도전방면,30,051-605-4646,35.157375,129.041102,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로183번길 44,부산광역시 부산진구 당감동 818-66,생활방범,1,200,360도전방면,30,051-605-4646,35.157653,129.048373,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로197번길 37,부산광역시 부산진구 당감동 64-6,생활방범,1,200,360도전방면,30,051-605-4646,35.15918,129.048112,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로679번길 148,부산광역시 부산진구 당감동 569-39,생활방범,1,200,360도전방면,30,051-605-4646,35.156027,129.038722,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 신천대로183번길 22,부산광역시 부산진구 당감동 882-13,생활방범,1,200,360도전방면,30,051-605-4646,35.158229,129.049237,2023-10-18
부산광역시 부산진구청,부산광역시 부산진구 가야대로681번길 40,부산광역시 부산진구 당감동 87-27,생활방범,1,200,360도전방면,30,051-605-4646,35.158243,129.045878,2023-10-18
